anime,type,character,anime_id,name,group
Muteki-kyuu*Believer / Mirai Harmony,Main,"Asaka, Karin",42889,"Kubota, Miyu",nijigasaki
Kiratto Pri☆chan Season 3,Main,"Moegi, Emo",40880,"Kubota, Miyu",nijigasaki
Ishuzoku Reviewers,Supporting,Demon Hole Receptionist,40010,"Kubota, Miyu",nijigasaki
Plunderer,Supporting,"Ichinose, Saki",37345,"Kubota, Miyu",nijigasaki
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",Supporting,Glaros,39324,"Kubota, Miyu",nijigasaki
Kenja no Mago,Supporting,"Corner, Alice",36407,"Kubota, Miyu",nijigasaki
Kiratto Pri☆chan Season 2,Main,"Moegi, Emo",38804,"Kubota, Miyu",nijigasaki
Grimms Notes The Animation,Main,Shane,37154,"Kubota, Miyu",nijigasaki
Grimms Notes The Animation,Supporting,Alice,37154,"Kubota, Miyu",nijigasaki
Black Clover: Jump Festa 2018 Special,Supporting,"Aquaria, Lily",38768,"Kubota, Miyu",nijigasaki
Jashin-chan Dropkick,Supporting,Medusa,36906,"Kubota, Miyu",nijigasaki
Kiratto Pri☆chan,Main,"Moegi, Emo",37178,"Kubota, Miyu",nijigasaki
Black Clover,Supporting,"Aquaria, Lily",34572,"Kubota, Miyu",nijigasaki
Idol Time PriPara,Supporting,"Houjou, Sophie",34787,"Kubota, Miyu",nijigasaki
Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,Main,"Houjou, Sophie",31055,"Kubota, Miyu",nijigasaki
Urawa no Usagi-chan,Main,"Bessho, Kojika",27927,"Kubota, Miyu",nijigasaki
PriPara Movie: Mi~nna Atsumare! Prism☆Tours,Main,"Houjou, Sophie",25857,"Kubota, Miyu",nijigasaki
PriPara,Main,"Houjou, Sophie",23135,"Kubota, Miyu",nijigasaki
Dragon Collection,Supporting,Torte,22733,"Kubota, Miyu",nijigasaki
Haiyore! Nyaruko-san W,Supporting,"Uketsuke, Musume",15699,"Kubota, Miyu",nijigasaki
Jashin-chan Dropkick,Staff,,36906,"Kubota, Miyu",nijigasaki
PriPara,Staff,,23135,"Kubota, Miyu",nijigasaki
Urawa no Usagi-chan,Staff,,27927,"Kubota, Miyu",nijigasaki
Selection Project,Main,"Miyama, Suzune",44275,"Yano, Hinaki",nijigasaki
Wonder Egg Priority,Main,"Sawaki, Momoe",43299,"Yano, Hinaki",nijigasaki
Uma Musume: Pretty Derby (TV) Season 2,Supporting,Kitasan Black,42941,"Yano, Hinaki",nijigasaki
Love Live! Nijigasaki Gakuen School Idol Doukoukai,Main,"Takasaki, Yuu",40879,"Yano, Hinaki",nijigasaki
Cannon Busters,Main,S.A.M.,40256,"Yano, Hinaki",nijigasaki
Wonder Egg Priority,Staff,,43299,"Yano, Hinaki",nijigasaki
Love Live! Nijigasaki Gakuen School Idol Doukoukai,Main,"Verde, Emma",40879,"Sashide, Maria",nijigasaki
Muteki-kyuu*Believer / Mirai Harmony,Main,"Verde, Emma",42889,"Sashide, Maria",nijigasaki
Kiratto Pri☆chan Season 3,Main,"Kagayaki, Eve",40880,"Sashide, Maria",nijigasaki
Koisuru Asteroid,Main,"Inose, Mai",39388,"Sashide, Maria",nijigasaki
Watashi ni Tenshi ga Maiorita!,Main,"Shirosaki, Hana",37993,"Sashide, Maria",nijigasaki
Watashi ni Tenshi ga Maiorita!,Staff,,37993,"Sashide, Maria",nijigasaki
